_init_proc, no_match_found
_CHAR_getSkillSeqNo, no_match_found
_CHAR_getSkillId, no_match_found
_CHAR_setItemIndex, StoneAge/Source/gmsv/char/char_base.c
_CHAR_getItemIndex, StoneAge/Source/gmsv/char/char_base.c
CHAR_getHavePetEmptyElementNum, no_match_found
CHAR_setHavePetCharPointer, no_match_found
CHAR_setHavePetNewSeqNo, no_match_found
CHAR_getHavePetSeqNo, no_match_found
CHAR_getHavePetCharPointer, no_match_found
_CHAR_getTechId, no_match_found
_CHAR_getSkillConsumptionRate, no_match_found
_CHAR_getSkillSuccessProb, no_match_found
_CHAR_getSkillExp, no_match_found
CHAR_getHousePetEmptyElementNum, no_match_found
CHAR_setHousePetCharPointer, no_match_found
CHAR_getHousePetCharPointer, no_match_found
CHAR_getPoolPetEmptyElement, no_match_found
CHAR_getPoolPetEmptyElementNum, no_match_found
CHAR_setPoolPetCharPointer, no_match_found
CHAR_getPoolPetCharPointer, no_match_found
CHAR_getHavePetEmptyElement, no_match_found
_CHAR_getTechElement, no_match_found
_CHAR_setTechId, no_match_found
_CHAR_getSkillElement, no_match_found
_CHAR_setSkillId, no_match_found
_CHAR_setSkillNewSeqNo, no_match_found
_CHAR_setSkillSeqNo, no_match_found
_CHAR_setSkillConsumptionRate, no_match_found
_CHAR_setSkillSuccessProb, no_match_found
_CHAR_setSkillExp, no_match_found
_CHAR_setSkillLevel, no_match_found
CHAR_callLoop, StoneAge/Source/gmsv/char/char.c
CHAR_getDXDY, StoneAge/Source/gmsv/char/char.c
CHAR_getUseName, StoneAge/Source/gmsv/callfromcli.c
GetRecoveryRate, StoneAge/Source/gmsv/battle/battle_magic.c
CHAR_AddDungeonClrFlg, no_match_found
CHAR_CheckDungeonClrFlg, no_match_found
CHAR_checkFame, no_match_found
CHAR_setPenalty, no_match_found
CHAR_FameLimitCheck, no_match_found
CHAR_FameAutoDownCheck, no_match_found
STALL_CheckCoordinate_Register, no_match_found
STALL_Cleanup, no_match_found
CHAR_GetStallItemData, no_match_found
CHAR_getCliVersion, no_match_found
CHAR_getCharGender, no_match_found
CHAR_checkEffectTime, StoneAge/Source/gmsv/char/char.c
CHAR_checkEffectLoop, StoneAge/Source/gmsv/main.c
CHAR_checkEffect, StoneAge/Source/gmsv/main.c
CHAR_initEffectSetting, StoneAge/Source/gmsv/init.c
CHAR_FamgGetTimeCheck, no_match_found
CHAR_unsetPlayerPet, no_match_found
CHAR_setPlayerPet, no_match_found
CHAR_FeverTimeCalc, no_match_found
CHAR_FeverTimePause, no_match_found
CHAR_FeverTimeStop, no_match_found
CHAR_IsFeverTime, no_match_found
CHAR_FeverTimeConsume, no_match_found
CHAR_FeverHaveTime, no_match_found
CHAR_FeverTimeStart, no_match_found
CHAR_DuelRankingUpdate, no_match_found
CHAR_complianceSkillMaxLevel, no_match_found
CHAR_sendBGM_AfterWarp, no_match_found
CHAR_CheckTrainSkill, no_match_found
CHAR_initcharWorkInt, StoneAge/Source/gmsv/char/char.c
_CHAR_complianceParameterForGuildPetList, no_match_found
CHAR_deleteTitle, StoneAge/Source/gmsv/callfromcli.c
CHAR_selectTitle, StoneAge/Source/gmsv/callfromcli.c
CHAR_getUsingSkillSlotNum, no_match_found
CHAR_inputUserPetName, StoneAge/Source/gmsv/callfromcli.c
CHAR_inputOwnTitle, StoneAge/Source/gmsv/callfromcli.c
CHAR_JoinRingWatch_WindowResult, no_match_found
CHAR_JoinBattleWatch_WindowResult, StoneAge/Source/gmsv/char/char.c
CHAR_JoinDuel_WindowResult, StoneAge/Source/gmsv/char/char.c
CHAR_JoinParty_WindowResult, StoneAge/Source/gmsv/char/char.c
CHAR_SelectCard_WindowResult, StoneAge/Source/gmsv/char/char.c
CHAR_processWindow, StoneAge/Source/gmsv/callfromcli.c
CHAR_Position, no_match_found
CHAR_PetAddVariableAi, StoneAge/Source/gmsv/battle/battle.c
CHAR_PetLevelupsend, no_match_found
CHAR_Levelupsend, no_match_found
CHAR_getSameCoordinateObjects, StoneAge/Source/gmsv/char/addressbook.c
CHAR_getObjectByPosition, StoneAge/Source/gmsv/char/char.c
CHAR_CharaDeleteHavePet, StoneAge/Source/gmsv/char/char.c
CHAR_updateGraphic, no_match_found
CHAR_complianceTech, no_match_found
_CHAR_complianceParameter, StoneAge/Source/gmsv/char/char.c
CHAR_PetParamUp, no_match_found
CHAR_ParamUp, no_match_found
CHAR_ObjectDelete, StoneAge/Source/gmsv/char/char.c
CHAR_CharaDelete, StoneAge/Source/gmsv/battle/battle_magic.c
CHAR_makeObjectCString, StoneAge/Source/gmsv/char/char.c
CHAR_sendWatchEvent, StoneAge/Source/gmsv/battle/battle.c
CHAR_sendBattleDuel, no_match_found
CHAR_sendBattleWatch, StoneAge/Source/gmsv/battle/battle.c
_CHAR_warpToSpecificPoint, StoneAge/Source/gmsv/char/char.c
CHAR_PartyWarp, no_match_found
CHAR_setMyPosition_main, StoneAge/Source/gmsv/callfromcli.c
CHAR_setMyPosition, StoneAge/Source/gmsv/callfromcli.c
CHAR_appendNameAndTitle, StoneAge/Source/gmsv/char/char.c
NPC_CharLoop, no_match_found
CHAR_FCcheck, no_match_found
CHAR_Loop, StoneAge/Source/gmsv/main.c
CHAR_getDY, StoneAge/Source/gmsv/char/char.c
CHAR_getDX, StoneAge/Source/gmsv/char/char.c
CHAR_getCoordinationDir, StoneAge/Source/gmsv/callfromcli.c
CHAR_getMessageBody, StoneAge/Source/gmsv/char/char_talk.c
BADMSG, no_match_found
SYSTEMMSG, no_match_found
SYETEMMSG_ToArround, no_match_found
_CHAR_talkToCli, no_match_found
_CHAR_talkToCliFromMsgId, no_match_found
CHAR_initChatMagic, StoneAge/Source/gmsv/char/char_base.c
CHAR_useChatMagic, StoneAge/Source/gmsv/char/char_talk.c
CHAR_Talk_check, StoneAge/Source/gmsv/char/char_talk.c
CHAR_Talk, StoneAge/Source/gmsv/callfromcli.c
CHAR_getPartyArray, no_match_found
CHAR_getPartyCharPointer, no_match_found
CHAR_findPartyMember, no_match_found
CHAR_getEmptyPartyArray, StoneAge/Source/gmsv/char/char.c
SYSTEMMSG_ToParty, no_match_found
CHAR_talkToParty2, no_match_found
CHAR_talkToParty, no_match_found
CHAR_sendLeader, StoneAge/Source/gmsv/char/char.c
CHAR_DischargePartySub, StoneAge/Source/gmsv/char/char_party.c
CHAR_DischargePartyNoMsg, StoneAge/Source/gmsv/battle/battle.c
CHAR_DischargeParty, StoneAge/Source/gmsv/callfromcli.c
CHAR_JoinParty_Main, StoneAge/Source/gmsv/char/char.c
CHAR_JoinParty, StoneAge/Source/gmsv/callfromcli.c
CHAR_getNewImagenumberFromEquip, StoneAge/Source/gmsv/battle/battle_event.c
GetEnemyExp, StoneAge/Source/gmsv/char/char_data.c
getOldFaceGraphic, no_match_found
getReFaceGraphic, no_match_found
CG2_GraphicChange, no_match_found
CHAR_PetLevelUp, StoneAge/Source/gmsv/battle/battle.c
CHAR_GetLevelExp, StoneAge/Source/gmsv/char/char.c
CHAR_LevelUpCheck, StoneAge/Source/gmsv/battle/battle.c
CHAR_getLoginPoint, no_match_found
CHAR_initSeekGraphicNumberFromString, StoneAge/Source/gmsv/char/char_base.c
CHAR_seekGraphicNumberFromString, StoneAge/Source/gmsv/char/char_data.c
CHAR_releaseClone, no_match_found
CHAR_makeClone, no_match_found
CHAR_getDefaultChar, StoneAge/Source/gmsv/char/char.c
CHAR_charSaveFromConnectAndChar, StoneAge/Source/gmsv/char/char.c
CHAR_setLuck, StoneAge/Source/gmsv/char/char.c
CHAR_dropItemAtLogout, StoneAge/Source/gmsv/char/char.c
CHAR_login, StoneAge/Source/gmsv/callfromac.c
_CHAR_logout, StoneAge/Source/gmsv/char/char.c
CHAR_charSave, StoneAge/Source/gmsv/net.c
CHAR_SimpleLogout, no_match_found
CHAR_createNewChar, StoneAge/Source/gmsv/callfromcli.c
CHAR_sendAlbumPetNameData, no_match_found
CHAR_sendAlbumInfoData, no_match_found
CHAR_sendAlbumFlgData, no_match_found
CHAR_sendPMEToArroundCharacterFLXY, StoneAge/Source/gmsv/char/char.c
CHAR_sendPMEToArroundCharacter, StoneAge/Source/gmsv/char/char.c
CHAR_sendItemData, StoneAge/Source/gmsv/battle/battle.c
CHAR_sendItemDataOne, StoneAge/Source/gmsv/battle/battle_event.c
CHAR_makeDBKey_registnumber, no_match_found
CHAR_send_GoldDBUpdate, no_match_found
CHAR_send_DpDBUpdate, StoneAge/Source/gmsv/battle/battle.c
CHAR_send_guildMemberUpdate_AddressBook, no_match_found
CHAR_send_DpDBUpdate_AddressBook, StoneAge/Source/gmsv/battle/battle.c
CHAR_sendCharAndPetList, no_match_found
CHAR_sendFrontCharList, no_match_found
CHAR_sendItemRecipe, no_match_found
CHAR_sendPetTechData, no_match_found
CHAR_sendJobsData, no_match_found
CHAR_send_CN_String, no_match_found
CHAR_sendTechData, no_match_found
CHAR_sendSkillData, no_match_found
CHAR_sendSkillDataAll, no_match_found
CHAR_sendSkillDataOne, no_match_found
CHAR_make_KP2_String, no_match_found
CHAR_send_KP2_String, no_match_found
CHAR_make_KP_String, no_match_found
CHAR_send_KP_String, no_match_found
CHAR_send_CP2_String, no_match_found
CHAR_send_CP_String, no_match_found
CHAR_sendBattleEffect, StoneAge/Source/gmsv/callfromcli.c
CHAR_sendActionSkill, no_match_found
CHAR_sendTitle, no_match_found
CHAR_sendAction, StoneAge/Source/gmsv/callfromcli.c
CHAR_sendCoordinate, no_match_found
CHAR_sendPlaySE, no_match_found
makePartyParamString, no_match_found
CHAR_sendPartyParamAll, no_match_found
CHAR_sendPartyParam, no_match_found
CHAR_sendPetInjuryEffect, no_match_found
CHAR_sendInjuryEffect, no_match_found
CHAR_sendFeverStatus, no_match_found
CHAR_sendLoginIndex, no_match_found
CHAR_sendCToArroundCharacter, StoneAge/Source/gmsv/callfromac.c
CHAR_sendCDArroundChar_Main, StoneAge/Source/gmsv/char/char.c
_IO_getline, no_match_found
CHAR_sendCharacterIconCA, no_match_found
CHAR_sendArroundCharaData, StoneAge/Source/gmsv/battle/battle_command.c
CHAR_ctodirmode, StoneAge/Source/gmsv/char/char_walk.c
CHAR_sendMapAtWalk, StoneAge/Source/gmsv/char/char_walk.c
CHAR_sendCharaAtWalk, StoneAge/Source/gmsv/char/char_walk.c
CHAR_WarpObjectCheck, no_match_found
CHAR_walk, StoneAge/Source/gmsv/callfromcli.c
CHAR_walkcall, StoneAge/Source/gmsv/char/char.c
CHAR_walk_start, StoneAge/Source/gmsv/char/char_walk.c
CHAR_walk_init, StoneAge/Source/gmsv/callfromcli.c
CHAR_allprewalk, StoneAge/Source/gmsv/function.c
CHAR_allpostwalk, StoneAge/Source/gmsv/function.c
CHAR_loopFunc, StoneAge/Source/gmsv/function.c
CHAR_die, StoneAge/Source/gmsv/function.c
CHAR_playerTalkedfunc, StoneAge/Source/gmsv/function.c
CHAR_playerWatchfunc, StoneAge/Source/gmsv/function.c
CHAR_makeCAOPT7String, no_match_found
CHAR_makeCAOPT3String, StoneAge/Source/gmsv/char/char.c
CHAR_makeCAOPT1String, StoneAge/Source/gmsv/char/char.c
CHAR_makeCADefaultString, StoneAge/Source/gmsv/char/char.c
CHAR_npcdying, no_match_found
CHAR_getEmptyItemBoxNum, no_match_found
CHAR_findEmptyItemBox, StoneAge/Source/gmsv/battle/battle.c
ITEM_CountInFloor, no_match_found
CHAR_HaveItemTypeCheck, no_match_found
CHAR_HaveItemIdCheck, no_match_found
CHAR_HaveItemInitFuncCheck, no_match_found
CHAR_sendItemDetachEvent, StoneAge/Source/gmsv/char/char_item.c
CHAR_checkAbleEffectBetweenHave, no_match_found
CHAR_delItemFromHaveindex, no_match_found
CHAR_DropMoney, StoneAge/Source/gmsv/callfromcli.c
CHAR_DropItemAbsolute, StoneAge/Source/gmsv/char/char_item.c
CHAR_ShovelDropItem, no_match_found
CHAR_DropItem, StoneAge/Source/gmsv/callfromcli.c
_CHAR_addItemSpecificItemIndex, no_match_found
CHAR_setStackItem, no_match_found
CHAR_addNewItem, no_match_found
CHAR_checkCanEquipItem, no_match_found
CHAR_sendSIToCli, StoneAge/Source/gmsv/char/char_item.c
CHAR_ShovelPickUpItem, no_match_found
CHAR_PickUpItem, StoneAge/Source/gmsv/callfromcli.c
CHAR_moveItemFromItemBoxToEquip, StoneAge/Source/gmsv/char/char_item.c
CHAR_moveEquipItem, StoneAge/Source/gmsv/callfromcli.c
CHAR_ItemUse, StoneAge/Source/gmsv/callfromcli.c
get_arg, no_match_found
CHAR_CHAT_DEBUG_warmitem, no_match_found
CHAR_CHAT_DEBUG_sweepitem, no_match_found
CHAR_CHAT_DEBUG_chardump, no_match_found
CHAR_CHAT_DEBUG_nullPointer, no_match_found
CHAR_CHAT_DEBUG_SortItemBox, no_match_found
CHAR_CHAT_DEBUG_showVersion, no_match_found
CHAR_CHAT_DEBUG_delDungeonflg, no_match_found
CHAR_CHAT_DEBUG_stopdungeon, no_match_found
CHAR_CHAT_DEBUG_ResetSuit, no_match_found
CHAR_CHAT_DEBUG_DoLuaFile, no_match_found
CHAR_CHAT_DEBUG_TrialFlg, no_match_found
CHAR_CHAT_DEBUG_skillslot, no_match_found
CHAR_CHAT_DEBUG_SetisUse, no_match_found
CHAR_CHAT_DEBUG_roomID, no_match_found
CHAR_CHAT_DEBUG_monsterName, no_match_found
CHAR_CHAT_DEBUG_isUse, no_match_found
CHAR_CHAT_DEBUG_OriginalImageNumber, no_match_found
CHAR_CHAT_DEBUG_MaxPoolPetHaveLimit, no_match_found
CHAR_CHAT_DEBUG_recipe, no_match_found
CHAR_CHAT_DEBUG_DataPlaceNumber, no_match_found
CHAR_CHAT_DEBUG_change_rent, no_match_found
CHAR_CHAT_DEBUG_dungeonlist, no_match_found
CHAR_CHAT_DEBUG_AddStampCount, no_match_found
CHAR_CHAT_DEBUG_setskillslot, no_match_found
CHAR_CHAT_DEBUG_SetMonsterName, no_match_found
CHAR_CHAT_DEBUG_entry_album, no_match_found
CHAR_CHAT_DEBUG_resetGlobalFlag_T, no_match_found
CHAR_CHAT_DEBUG_setGlobalFlag_T, no_match_found
CHAR_CHAT_DEBUG_checkGlobalFlag_T, no_match_found
CHAR_CHAT_DEBUG_activeGuildMonster, no_match_found
CHAR_CHAT_DEBUG_changeFace, no_match_found
CHAR_CHAT_DEBUG_resetGlobalFlag, no_match_found
CHAR_CHAT_DEBUG_setGlobalFlag, no_match_found
CHAR_CHAT_DEBUG_checkGlobalFlag, no_match_found
CHAR_CHAT_DEBUG_morph, no_match_found
CHAR_CHAT_DEBUG_checknowflg, no_match_found
CHAR_CHAT_DEBUG_checkendflg, no_match_found
CHAR_CHAT_DEBUG_setnowflg, no_match_found
CHAR_CHAT_DEBUG_setendflg, no_match_found
CHAR_CHAT_DEBUG_deltitle, no_match_found
CHAR_CHAT_DEBUG_addtitle, no_match_found
CHAR_CHAT_DEBUG_sick, no_match_found
CHAR_CHAT_DEBUG_dp, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_setAllAlbumFlg, no_match_found
CHAR_CHAT_DEBUG_infoBattle, no_match_found
CHAR_CHAT_DEBUG_setAlbumFlg, no_match_found
CHAR_CHAT_DEBUG_delskill, no_match_found
CHAR_CHAT_DEBUG_petinfo, no_match_found
CHAR_CHAT_DEBUG_petexp, no_match_found
CHAR_CHAT_DEBUG_delpet, no_match_found
CHAR_CHAT_DEBUG_checkFavorite, no_match_found
CHAR_CHAT_DEBUG_changeGuildTitleID, no_match_found
CHAR_CHAT_DEBUG_checkSkillLevel, no_match_found
CHAR_CHAT_DEBUG_allLogout, no_match_found
CHAR_CHAT_DEBUG_changeGuildName, no_match_found
CHAR_CHAT_DEBUG_getOutYou, no_match_found
CHAR_CHAT_DEBUG_changeGuildMaster, no_match_found
CHAR_CHAT_DEBUG_allocationTitle, no_match_found
CHAR_CHAT_DEBUG_delGuildTitle, no_match_found
CHAR_CHAT_DEBUG_addGuildTitle, no_match_found
CHAR_CHAT_DEBUG_getGuildTitleList, no_match_found
CHAR_CHAT_DEBUG_delGuildMember, no_match_found
CHAR_CHAT_DEBUG_addGuildMember, no_match_found
CHAR_CHAT_DEBUG_getGuildMemberList, no_match_found
CHAR_CHAT_DEBUG_deleteGuild, no_match_found
CHAR_CHAT_DEBUG_createGuild, no_match_found
CHAR_CHAT_DEBUG_getGuild, no_match_found
CHAR_CHAT_DEBUG_stampcount, no_match_found
CHAR_CHAT_DEBUG_dischargeparty, no_match_found
CHAR_CHAT_DEBUG_resetgenebox, no_match_found
CHAR_CHAT_DEBUG_killuser, no_match_found
CHAR_CHAT_DEBUG_usersearch, no_match_found
CHAR_CHAT_DEBUG_macroconfig, no_match_found
CHAR_CHAT_DEBUG_compress, no_match_found
CHAR_CHAT_DEBUG_macrocheck, no_match_found
CHAR_CHAT_DEBUG_resetverupkey, no_match_found
CHAR_CHAT_DEBUG_movechar, no_match_found
CHAR_CHAT_DEBUG_settrial, no_match_found
CHAR_CHAT_DEBUG_isaosearch, no_match_found
CHAR_CHAT_DEBUG_changeisaoid, no_match_found
CHAR_CHAT_DEBUG_cdkeysearch, no_match_found
CHAR_CHAT_DEBUG_rescue, no_match_found
CHAR_CHAT_DEBUG_defaultitem, no_match_found
CHAR_CHAT_DEBUG_hanko, no_match_found
CHAR_CHAT_DEBUG_shiptimer, no_match_found
CHAR_CHAT_DEBUG_shipdown, no_match_found
CHAR_CHAT_DEBUG_shiptake, no_match_found
CHAR_CHAT_DEBUG_verup, no_match_found
CHAR_RingWatch, no_match_found
CHAR_CHAT_DEBUG_ringwatch, no_match_found
CHAR_CHAT_DEBUG_systemmail, no_match_found
CHAR_CHAT_DEBUG_petlogflg, no_match_found
CHAR_CHAT_DEBUG_boxrate, no_match_found
NPC_Util_FrontChar2, no_match_found
CHAR_CHAT_DEBUG_followchar, no_match_found
CHAR_CHAT_DEBUG_util_charwarp, no_match_found
CHAR_CHAT_DEBUG_warpuser, no_match_found
CHAR_CHAT_DEBUG_warpusergroup, no_match_found
CHAR_CHAT_DEBUG_warpplayer, no_match_found
CHAR_CHAT_DEBUG_warpplayergroup, no_match_found
CHAR_CHAT_DEBUG_setmailmode, no_match_found
CHAR_CHAT_DEBUG_killplayer, no_match_found
CHAR_CHAT_DEBUG_infopetmail, no_match_found
CHAR_CHAT_DEBUG_adjusttime, no_match_found
CHAR_CHAT_DEBUG_getfame, no_match_found
CHAR_CHAT_DEBUG_Loyalty, no_match_found
CHAR_CHAT_DEBUG_simplelogout, no_match_found
CHAR_CHAT_DEBUG_checkroomlimit, no_match_found
CHAR_CHAT_DEBUG_roomset, no_match_found
CHAR_CHAT_DEBUG_roomwarp, no_match_found
CHAR_CHAT_DEBUG_createtime, no_match_found
CHAR_CHAT_DEBUG_analyze, no_match_found
CHAR_CHAT_DEBUG_setDur, no_match_found
CHAR_CHAT_DEBUG_setAllLeakLv, no_match_found
CHAR_CHAT_DEBUG_setLeakLv, no_match_found
CHAR_CHAT_DEBUG_skillsort, no_match_found
CHAR_CHAT_DEBUG_PutPetLoyalty, no_match_found
CHAR_CHAT_DEBUG_luck, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_Charm, no_match_found
CHAR_CHAT_DEBUG_setPenalty, no_match_found
CHAR_CHAT_DEBUG_exp, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_exchangegold, no_match_found
CHAR_CHAT_DEBUG_int, no_match_found
CHAR_CHAT_DEBUG_dex, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_stamina, no_match_found
CHAR_CHAT_DEBUG_heal, no_match_found
CHAR_CHAT_DEBUG_magic, no_match_found
CHAR_CHAT_DEBUG_quick, no_match_found
CHAR_CHAT_DEBUG_tgh, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_str, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_vital, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_fp, no_match_found
CHAR_CHAT_DEBUG_hp, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_gold, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_level, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_telcdkey, no_match_found
CHAR_CHAT_DEBUG_announce, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_randomaddressbook, no_match_found
CHAR_CHAT_DEBUG_resetenemyai, no_match_found
CHAR_CHAT_DEBUG_deldebug, no_match_found
CHAR_CHAT_DEBUG_adddebug, no_match_found
CHAR_CHAT_DEBUG_battlewatch, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_effect, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_resetnpc, no_match_found
CHAR_CHAT_DEBUG_resetrss, no_match_found
CHAR_CHAT_DEBUG_resettecharea, no_match_found
CHAR_CHAT_DEBUG_resetbadmsg, no_match_found
CHAR_CHAT_DEBUG_resetmsg, no_match_found
checksys_putchardata, no_match_found
checksys_putobjectdata, no_match_found
CHAR_CHAT_DEBUG_checksys, no_match_found
CHAR_CHAT_DEBUG_feverstop, no_match_found
CHAR_CHAT_DEBUG_feverhavetime, no_match_found
CHAR_CHAT_DEBUG_feverstart, no_match_found
CHAR_CHAT_DEBUG_battlein, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_setobj, no_match_found
CHAR_CHAT_DEBUG_setdowndurper, no_match_found
CHAR_CHAT_DEBUG_setdowndur, no_match_found
CHAR_CHAT_DEBUG_updatedp, no_match_found
CHAR_CHAT_DEBUG_noencount, no_match_found
CHAR_CHAT_DEBUG_debug, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_infoAlbum, no_match_found
CHAR_CHAT_DEBUG_checkfame, no_match_found
CHAR_CHAT_DEBUG_fame, no_match_found
CHAR_CHAT_DEBUG_checktitle, no_match_found
CHAR_CHAT_DEBUG_exchangeitem, no_match_found
CHAR_CHAT_DEBUG_exchangepet, no_match_found
CHAR_CHAT_DEBUG_makerandpet, no_match_found
CHAR_CHAT_DEBUG_petmake, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_shortwarp, no_match_found
CHAR_CHAT_DEBUG_warp, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_dungeonlimit, no_match_found
CHAR_CHAT_DEBUG_addranditem, no_match_found
CHAR_CHAT_DEBUG_boxSearch, no_match_found
CHAR_CHAT_DEBUG_npcSearch, no_match_found
CHAR_CHAT_DEBUG_warpSearch, no_match_found
CHAR_CHAT_DEBUG_addRecipeMaterialItem, no_match_found
CHAR_CHAT_DEBUG_additemmax, no_match_found
CHAR_CHAT_DEBUG_additem, StoneAge/Source/gmsv/char/char_talk.c
CHAR_CHAT_DEBUG_fillAddressBook, no_match_found
CHAR_CHAT_DEBUG_battlemap, no_match_found
CHAR_CHAT_DEBUG_infoRecipe, no_match_found
CHAR_CHAT_DEBUG_setRecipeFlg, no_match_found
CHAR_CHAT_DEBUG_setpettech, no_match_found
CHAR_CHAT_DEBUG_charsave, no_match_found
CHAR_CHAT_DEBUG_setinjury, no_match_found
