_init_proc	.init	08049DD4	00000017	0000000C		R	.	.	.	.	.	B	.	.
MyFclose	.text	08054560	000000FD	0000003C	0000000C	R	.	.	.	.	.	B	T	.
AllMyFclose	.text	08054660	0000005A	0000001C		R	.	.	.	.	.	B	T	.
MyFopen	.text	080546C0	0000016E	0000002C	00000010	R	.	.	.	.	.	B	T	.
initMyFopen	.text	08054830	00000038	0000001C		R	.	.	.	.	.	B	T	.
initMyAlloc	.text	08054870	00000038	0000001C		R	.	.	.	.	.	B	T	.
memInit	.text	080548B0	00000021	0000000C		R	.	.	.	.	.	B	T	.
MyFree	.text	080548E0	0000011E	0000002C	0000000C	R	.	.	.	.	.	B	T	.
AllMyFree	.text	08054A00	00000055	0000001C		R	.	.	.	.	.	B	T	.
freeMemory	.text	08054A60	0000008A	0000001C	00000004	R	.	.	.	.	.	B	T	.
memEnd	.text	08054AF0	0000004D	0000001C		R	.	.	.	.	.	B	T	.
MyAlloc	.text	08054B40	000000E3	0000002C	0000000C	R	.	.	.	.	.	B	T	.
allocateMemory	.text	08054C30	000001EF	0000003C	00000004	R	.	.	.	.	.	B	T	.
signalset	.text	08054E20	000000E4	0000000C		R	.	.	.	.	.	B	T	.
sigusr1	.text	08054F10	00000144	0000012C		R	.	.	.	.	.	B	T	.
StackPrint	.text	08055060	00000142	000000FC		R	.	.	.	.	.	B	T	.
shutdownProgram	.text	080551B0	0000009C	0000001C		R	.	.	.	.	.	B	T	.
sigshutdown	.text	08055250	00000555	0000003C	00000004	.	.	.	.	.	.	B	T	.
Noderemovetail	.text	080557B0	0000005C	0000001C	00000008	R	.	.	.	.	.	B	T	.
Noderemovehead	.text	08055810	00000051	0000001C	00000008	R	.	.	.	.	.	B	T	.
Nodeappendhead	.text	08055870	0000009E	0000001C	00000008	R	.	.	.	.	.	B	T	.
Nodeappendtail	.text	08055910	000000A9	0000001C	00000008	R	.	.	.	.	.	B	T	.
CheckKor	.text	080559C0	0000008E	00000004	00000005	R	.	.	.	.	.	B	T	.
SCharCheck	.text	08055A50	00000078	00000010	00000004	R	.	.	.	.	.	B	T	.
nrproto_PMI_recv	.text	08055AD0	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_PS_recv	.text	08055AE0	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_Shutdown_recv	.text	08055AF0	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_SP_recv	.text	08055B00	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_w_recv	.text	08055B10	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_SKD_recv	.text	08055B20	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_SKUP_recv	.text	08055B30	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_L_recv	.text	08055B40	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_S_recv	.text	08055B50	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_MU_recv	.text	08055B60	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_JB_recv	.text	08055B70	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_HL_recv	.text	08055B80	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_PlayerNumGet_recv	.text	08055B90	00000005	00000004		R	.	.	.	.	.	B	T	.
nrproto_StallBuy_recv	.text	08055BA0	0000109B	000000EC	00000008	R	.	.	.	.	.	B	T	.
nrproto_StallBrowse_recv	.text	08056C40	00000757	000085FC	00000008	R	.	.	.	.	.	B	T	.
nrproto_StallEnd_recv	.text	080573A0	00000150	0000003C	00000004	R	.	.	.	.	.	B	T	.
nrproto_PRO_recv	.text	080574F0	00000020	00000004	00000004	R	.	.	.	.	.	B	T	.
nrproto_PRE_recv	.text	08057510	0000001F	00000004	00000004	R	.	.	.	.	.	B	T	.
nrproto_PRM_recv	.text	08057530	0000004C	0000001C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_PRD_recv	.text	08057580	000000AE	0000001C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_PRS_recv	.text	08057630	000000A7	0000002C	00000020	R	.	.	.	.	.	B	T	.
nrproto_PRV_recv	.text	080576E0	0000005D	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_ProcGet_recv	.text	08057740	0000001B	0000000C	00000004	R	.	.	.	.	.	B	T	.
nrproto_GD_recv	.text	08057760	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_PGML_recv	.text	080577C0	00000091	0000002C	00000018	R	.	.	.	.	.	B	T	.
nrproto_PMSG_recv	.text	08057860	0000001F	00000004	00000004	R	.	.	.	.	.	B	T	.
nrproto_GML_recv	.text	08057880	000000B9	0000001C	00000010	R	.	.	.	.	.	B	T	.
nrproto_RGM_recv	.text	08057940	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_LG_recv	.text	080579A0	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_AGM_recv	.text	08057A00	00000087	0000002C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_GMR_recv	.text	08057A90	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_BGT_recv	.text	08057AF0	0000006A	0000001C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_GT_recv	.text	08057B60	00000076	0000001C	00000010	R	.	.	.	.	.	B	T	.
nrproto_GI_recv	.text	08057BE0	0000006A	0000001C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_PSSW_recv	.text	08057C50	00000076	0000001C	00000010	R	.	.	.	.	.	B	T	.
nrproto_SKSW_recv	.text	08057CD0	0000006A	0000001C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_ALN_recv	.text	08057D40	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_ALI_recv	.text	08057DA0	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_DP_recv	.text	08057E00	0000009D	0000002C	00000010	R	.	.	.	.	.	B	T	.
nrproto_TROC_recv	.text	08057EA0	00000057	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_TRCL_recv	.text	08057F00	0000004C	0000000C	00000004	R	.	.	.	.	.	B	T	.
nrproto_TROP_recv	.text	08057F50	00000065	0000001C	00000010	R	.	.	.	.	.	B	T	.
nrproto_TRS_recv	.text	08057FC0	00000057	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_TRPL_recv	.text	08058020	00000051	0000001C	00000004	R	.	.	.	.	.	B	T	.
nrproto_BU_recv	.text	08058080	0000004C	0000000C	00000004	R	.	.	.	.	.	B	T	.
nrproto_AAB_recv	.text	080580D0	00000087	0000002C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_DAB_recv	.text	08058160	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_MSG_recv	.text	080581C0	000000B9	0000001C	00000010	R	.	.	.	.	.	B	T	.
nrproto_KN_recv	.text	08058280	0000006A	0000001C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_IH_recv	.text	080582F0	0000006A	0000001C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_GPDI_recv	.text	08058360	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_GPD_recv	.text	080583C0	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_GFLI_recv	.text	08058420	0000005D	0000001C	00000004	R	.	.	.	.	.	B	T	.
nrproto_GFL_recv	.text	08058480	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_IR_recv	.text	080584E0	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_TU_recv	.text	08058540	00000085	0000001C	00000014	R	.	.	.	.	.	B	T	.
nrproto_DT_recv	.text	080585D0	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_ST_recv	.text	08058630	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_FT_recv	.text	08058690	0000005B	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_DG_recv	.text	080586F0	0000009D	0000002C	00000010	R	.	.	.	.	.	B	T	.
nrproto_IDF_recv	.text	08058790	000000C8	0000002C	00000014	R	.	.	.	.	.	B	T	.
nrproto_ID_recv	.text	08058860	00000187	0000002C	00000014	R	.	.	.	.	.	B	T	.
nrproto_MP_recv	.text	080589F0	0000006A	0000001C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_KS_recv	.text	08058A60	0000008E	0000002C	00000018	R	.	.	.	.	.	B	T	.
nrproto_DI_recv	.text	08058AF0	0000009D	0000002C	00000010	R	.	.	.	.	.	B	T	.
nrproto_MI_recv	.text	08058B90	0000007F	0000001C	00000010	R	.	.	.	.	.	B	T	.
nrproto_WN_recv	.text	08058C10	00000104	0000003C	0000001C	R	.	.	.	.	.	B	T	.
nrproto_PI_recv	.text	08058D20	000000FC	0000002C	00000010	R	.	.	.	.	.	B	T	.
nrproto_POS_recv	.text	08058E20	0000005E	0000001C	00000004	R	.	.	.	.	.	B	T	.
nrproto_PLVUP_recv	.text	08058E80	000000BF	0000002C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_LVUP_recv	.text	08058F40	00000079	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_FS_recv	.text	08058FC0	000001A6	0000002C	00000008	R	.	.	.	.	.	B	T	.
nrproto_StallStart_recv	.text	08059170	000006AA	0000013C	00000010	R	.	.	.	.	.	B	T	.
nrproto_DU_recv	.text	08059820	0000068D	00000D4C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_LB_recv	.text	08059EB0	00000087	0000002C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_PR_recv	.text	08059F40	000000BA	0000002C	00000010	R	.	.	.	.	.	B	T	.
nrproto_EO_recv	.text	0805A000	0000004C	0000000C	00000004	R	.	.	.	.	.	B	T	.
nrproto_B_recv	.text	0805A050	00000048	0000001C	00000008	R	.	.	.	.	.	B	T	.
nrproto_EN_recv	.text	0805A0A0	000001A3	0000002C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_ACS_recv	.text	0805A250	0000009A	0000002C	00000010	R	.	.	.	.	.	B	T	.
nrproto_AC_recv	.text	0805A2F0	0000009A	0000002C	00000010	R	.	.	.	.	.	B	T	.
nrproto_EV_recv	.text	0805A390	00000119	0000003C	00000018	R	.	.	.	.	.	B	T	.
nrproto_FC_recv	.text	0805A4B0	00000202	0000012C	00000004	R	.	.	.	.	.	B	T	.
nrproto_TK_recv	.text	0805A6C0	000000CA	0000003C	0000001C	R	.	.	.	.	.	B	T	.
nrproto_M_recv	.text	0805A790	000000B6	0000005C	0000001C	R	.	.	.	.	.	B	T	.
nrproto_W_recv	.text	0805A850	00000067	0000001C	00000010	R	.	.	.	.	.	B	T	.
nrproto_PVUP_recv	.text	0805A8C0	00000112	0000008C	0000000C	R	.	.	.	.	.	B	T	.
nrproto_CharLoginGate_recv	.text	0805A9E0	00000056	0000001C	00000004	R	.	.	.	.	.	B	T	.
nrproto_CH_recv	.text	0805AA40	00000220	0000012C	00000008	R	.	.	.	.	.	B	T	.
nrproto_Echo_recv	.text	0805AC60	00000009	00000004		R	.	.	.	.	.	B	T	.
nrproto_CharList_recv	.text	0805AC70	000000E4	0000007C	00000004	R	.	.	.	.	.	B	T	.
nrproto_CharDelete_recv	.text	0805AD60	0000023D	0000068C	00000008	R	.	.	.	.	.	B	T	.
nrproto_CharLogout_recv	.text	0805AFA0	000000C0	0000001C	00000004	R	.	.	.	.	.	B	T	.
nrproto_CharLogin_recv	.text	0805B060	0000015A	0000008C	00000010	R	.	.	.	.	.	B	T	.
nrproto_CreateNewChar_recv	.text	0805B1C0	0000019A	0000007C	00000038	R	.	.	.	.	.	B	T	.
nrproto_ClientLogin_recv	.text	0805B360	000003BA	0000018C	00000014	R	.	.	.	.	.	B	T	.
mlsvproto_ACUCheck_recv	.text	0805B720	0000007F	0000007C	00000008	R	.	.	.	.	.	B	T	.
mlsvproto_DBGetEntryByRank_recv	.text	0805B7A0	0000005C	0000000C	00000010	R	.	.	.	.	.	B	T	.
mlsvproto_DBGetEntryInt_recv	.text	0805B800	0000005C	0000000C	00000010	R	.	.	.	.	.	B	T	.
mlsvproto_DBDeleteEntryString_recv	.text	0805B860	0000005C	0000000C	00000010	R	.	.	.	.	.	B	T	.
mlsvproto_DBDeleteEntryInt_recv	.text	0805B8C0	0000005C	0000000C	00000010	R	.	.	.	.	.	B	T	.
mlsvproto_DBUpdateEntryString_recv	.text	0805B920	0000005C	0000000C	00000010	R	.	.	.	.	.	B	T	.
mlsvproto_DBUpdateEntryInt_recv	.text	0805B980	0000005C	0000000C	00000010	R	.	.	.	.	.	B	T	.
mlsvproto_Message_recv	.text	0805B9E0	00000154	0000004C	00000024	R	.	.	.	.	.	B	T	.
mlsvproto_Broadcast_recv	.text	0805BB40	0000015E	0000062C	00000010	R	.	.	.	.	.	B	T	.
mlsvproto_DBGetEntryByCount_recv	.text	0805BCA0	00000139	00000024	0000001C	R	.	.	.	.	.	B	T	.
mlsvproto_DBGetEntryString_recv	.text	0805BDE0	0000022E	000000EC	0000001C	R	.	.	.	.	.	B	T	.
mlsvproto_DBGetEntryRank_recv	.text	0805C010	00000245	0000002C	00000020	R	.	.	.	.	.	B	T	.
mlsvproto_ACServerLogin_recv	.text	0805C260	0000008F	0000002C	0000000C	R	.	.	.	.	.	B	T	.
CHECKOBJECT	.text	0805C2F0	00000019	00000004	00000004	R	.	.	.	.	.	B	T	.
CHECKOBJECTUSE	.text	0805C310	00000034	0000000C	00000004	R	.	.	.	.	.	B	T	.
OBJECT_getOwnAddress	.text	0805C350	0000000F	00000004	00000004	R	.	.	.	.	.	B	T	.
OBJECT_getType	.text	0805C360	00000027	00000004	00000004	R	.	.	.	.	.	B	T	.
OBJECT_setType	.text	0805C390	00000016	00000004	00000008	R	.	.	.	.	.	B	T	.
OBJECT_getTime	.text	0805C3B0	00000013	00000004	00000004	R	.	.	.	.	.	B	T	.
OBJECT_setTime	.text	0805C3D0	00000018	00000004	00000008	R	.	.	.	.	.	B	T	.
OBJECT_getMapId	.text	0805C3F0	00000013	00000004	00000004	R	.	.	.	.	.	B	T	.
OBJECT_setMapId	.text	0805C410	00000018	00000004	00000008	R	.	.	.	.	.	B	T	.
OBJECT_getFloor	.text	0805C430	00000013	00000004	00000004	R	.	.	.	.	.	B	T	.
OBJECT_setFloor	.text	0805C450	00000018	00000004	00000008	R	.	.	.	.	.	B	T	.
OBJECT_getX	.text	0805C470	00000013	00000004	00000004	R	.	.	.	.	.	B	T	.
OBJECT_setX	.text	0805C490	00000018	00000004	00000008	R	.	.	.	.	.	B	T	.
OBJECT_getY	.text	0805C4B0	00000013	00000004	00000004	R	.	.	.	.	.	B	T	.
OBJECT_setY	.text	0805C4D0	00000018	00000004	00000008	R	.	.	.	.	.	B	T	.
OBJECT_getWarpmapid	.text	0805C4F0	00000013	00000004	00000004	R	.	.	.	.	.	B	T	.
OBJECT_setWarpmapid	.text	0805C510	00000018	00000004	00000008	R	.	.	.	.	.	B	T	.
OBJECT_getWarpfloor	.text	0805C530	00000013	00000004	00000004	R	.	.	.	.	.	B	T	.
OBJECT_setWarpfloor	.text	0805C550	00000018	00000004	00000008	R	.	.	.	.	.	B	T	.
OBJECT_getWarpx	.text	0805C570	00000013	00000004	00000004	R	.	.	.	.	.	B	T	.
OBJECT_setWarpx	.text	0805C590	00000018	00000004	00000008	R	.	.	.	.	.	B	T	.
OBJECT_getWarpy	.text	0805C5B0	00000013	00000004	00000004	R	.	.	.	.	.	B	T	.
OBJECT_setWarpy	.text	0805C5D0	00000018	00000004	00000008	R	.	.	.	.	.	B	T	.
OBJECT_getIndex	.text	0805C5F0	00000013	00000004	00000004	R	.	.	.	.	.	B	T	.
OBJECT_setIndex	.text	0805C610	00000018	00000004	00000008	R	.	.	.	.	.	B	T	.
OBJECT_getNum	.text	0805C630	0000000A	00000004		R	.	.	.	.	.	B	T	.
detectStoreFile	.text	0805C640	00000097	0000003C	00000004	R	.	.	.	.	.	B	T	.
storeObjects	.text	0805C6E0	0000070F	0000033C	00000008	R	.	.	.	.	.	B	T	.
Priodical_ObjectDump	.text	0805CDF0	0000004A	0000000C		R	.	.	.	.	.	B	T	.
endObjectOne	.text	0805CE40	000000DC	0000003C	00000004	R	.	.	.	.	.	B	T	.
initObjectOne	.text	0805CF20	000001B7	0000002C	00000004	R	.	.	.	.	.	B	T	.
initObjectFromObjectMember	.text	0805D0E0	0000003A	0000004C	00000018	R	.	.	.	.	.	B	T	.
endObjectArray	.text	0805D120	0000002A	0000001C		R	.	.	.	.	.	B	T	.
printObjectBufferNum	.text	0805D150	00000044	0000001C		R	.	.	.	.	.	B	T	.
initObjectArray	.text	0805D1A0	00000098	0000001C	00000004	R	.	.	.	.	.	B	T	.
restoreObjects	.text	0805D240	000007D9	00000B0C	00000008	R	.	.	.	.	.	B	T	.
OBJECT_GoldDeleteTimeWatched	.text	0805DA20	0000007C	0000002C	00000004	R	.	.	.	.	.	B	T	.
RealTimeToNRTime	.text	0805DAA0	00000067	00000008	00000008	R	.	.	.	.	.	B	T	.
NRTimeToRealTime	.text	0805DB10	00000005	00000004		R	.	.	.	.	.	B	T	.
getNRTime	.text	0805DB20	00000037	00000004	00000004	R	.	.	.	.	.	B	T	.
setNewTime	.text	0805DB60	00000031	0000000C		R	.	.	.	.	.	B	T	.
getFunctionPointerFromName	.text	0805DBA0	00000075	0000001C	00000004	R	.	.	.	.	.	B	T	.
initFunctionTable	.text	0805DC20	000000D9	0000015C		R	.	.	.	.	.	B	T	.
closeAllLogFile	.text	0805DD00	0000004E	0000000C		R	.	.	.	.	.	B	T	.
backupAllLogFile	.text	0805DD50	000000C9	0000012C	00000004	R	.	.	.	.	.	B	T	.
printl	.text	0805DE20	0000012D	0000002C	00000009	R	.	.	.	.	.	B	T	.
LogSkill	.text	0805DF50	00000091	0000003C	0000001C	R	.	.	.	.	.	B	T	.
LogGuildMonster	.text	0805DFF0	00000096	0000003C	00000018	R	.	.	.	.	.	B	T	.
LogGuild	.text	0805E090	0000008F	0000003C	00000014	R	.	.	.	.	.	B	T	.
LogPetMail	.text	0805E120	000000A7	0000005C	00000044	R	.	.	.	.	.	B	T	.
LogBattle	.text	0805E1D0	00000070	0000003C	00000030	R	.	.	.	.	.	B	T	.
LogBreak	.text	0805E240	00000058	0000002C	00000018	R	.	.	.	.	.	B	T	.
LogLogin	.text	0805E2A0	00000061	0000003C	00000018	R	.	.	.	.	.	B	T	.
LogTalk	.text	0805E310	0000008F	0000003C	00000020	R	.	.	.	.	.	B	T	.
LogPet	.text	0805E3A0	00000074	0000003C	00000028	R	.	.	.	.	.	B	T	.
LogGold	.text	0805E420	00000066	0000003C	00000020	R	.	.	.	.	.	B	T	.
LogItem	.text	0805E490	00000087	0000003C	00000020	R	.	.	.	.	.	B	T	.
openAllLogFile	.text	0805E520	000000C5	0000002C		R	.	.	.	.	.	B	T	.
initLog	.text	0805E5F0	000002D1	0000043C	00000004	R	.	.	.	.	.	B	T	.
MSG_CHECKID	.text	0805E8D0	00000019	00000004	00000004	R	.	.	.	.	.	B	T	.
MSG_CHECKINDEX	.text	0805E8F0	00000019	00000004	00000004	R	.	.	.	.	.	B	T	.
BADMSG_CHECKID	.text	0805E910	00000019	00000004	00000004	R	.	.	.	.	.	B	T	.
BADMSG_CHECKINDEX	.text	0805E930	00000019	00000004	00000004	R	.	.	.	.	.	B	T	.
BADMSG_initBadMessages	.text	0805E950	0000059F	0000104C		R	.	.	.	.	.	B	T	.
BADMSG_resetBadMessages	.text	0805EEF0	00000046	0000001C		R	.	.	.	.	.	B	T	.
MSG_initMessages	.text	0805EF40	00000596	0000104C		R	.	.	.	.	.	B	T	.
MSG_resetMessages	.text	0805F4E0	00000063	0000001C		R	.	.	.	.	.	B	T	.
MSG_getMessage	.text	0805F550	00000042	00000004	00000004	R	.	.	.	.	.	B	T	.
BADMSG_getBadMessage	.text	0805F5A0	00000042	00000004	00000004	R	.	.	.	.	.	B	T	.
DB_QUE_AppendTail	.text	0805F5F0	00000036	00000008	00000008	R	.	.	.	.	.	B	T	.
DB_QUE_getTop	.text	0805F630	00000025	00000004	00000004	R	.	.	.	.	.	B	T	.
DB_QUE_Remove	.text	0805F660	00000027	00000004	00000004	R	.	.	.	.	.	B	T	.
DB_QUE_Count	.text	0805F690	0000002C	00000004	00000004	R	.	.	.	.	.	B	T	.
DB_proc_SaveJob	.text	0805F6C0	0000001B	00000004	00000004	R	.	.	.	.	.	B	T	.
DB_proc_getSkillReasonablePopulation	.text	0805F6E0	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_GetMyDuelRanking	.text	0805F6F0	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_UnLock_Result	.text	0805F700	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_ClrBadMsg_Result	.text	0805F710	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_Settrial_Result	.text	0805F720	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_RestoreChar	.text	0805F730	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_RestoreChar_Result	.text	0805F740	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_killGuild	.text	0805F750	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_killGuild_Result	.text	0805F760	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_setGuildTitle_Result	.text	0805F770	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_clearGuildMonsterCloseness_Result	.text	0805F780	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_getGuildPetList_Result	.text	0805F790	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_getGuildPet_Result	.text	0805F7A0	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_putGuildPet_Result	.text	0805F7B0	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_delGuildPetInRoom_Result	.text	0805F7C0	0000000A	00000004		R	.	.	.	.	.	B	T	.
DB_proc_toPuk3_Result	.text	0805F7D0	0000002E	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_toPuk2_Result	.text	0805F800	0000002E	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_writeOffGuild_Result	.text	0805F830	00000023	0000000C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_guildInfo_Result	.text	0805F860	00000029	0000000C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_createGuild_Result	.text	0805F890	00000096	0000042C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_ResetProductKey_Result	.text	0805F930	00000033	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_GetMyDuelRanking_Result	.text	0805F970	00000033	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_GetNormalDuelRanking_Result	.text	0805F9B0	00000033	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_UpdateDuelRanking_Result	.text	0805F9F0	00000033	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_MoveChar_Result	.text	0805FA30	00000201	0000063C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_Isaosearch_Result	.text	0805FC40	000000D4	0000012C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_Changeisaoid_Result	.text	0805FD20	000000D1	0000012C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_Cdkeysearch_Result	.text	0805FE00	000000D1	0000012C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_Graduation_Result	.text	0805FEE0	00000120	0000012C	00000004	R	.	.	.	.	.	B	T	.
DB_printLinkQueNumber	.text	08060000	00000064	0000001C		R	.	.	.	.	.	B	T	.
DB_proc	.text	08060070	000000FB	0000001C		R	.	.	.	.	.	B	T	.
DB_proc_CharDelete_Result	.text	08060170	0000010A	0000002C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_SaveJob_Result	.text	08060280	000000F3	0000002C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_AskJob_Result	.text	08060380	000000F4	0000002C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_CharSave_Result	.text	08060480	000000BC	0000002C	00000004	R	.	.	.	.	.	B	T	.
DB_ReleaseCharItemPet	.text	08060540	000002C5	0000002C		R	.	.	.	.	.	B	T	.
DB_proc_CharLogout_Result	.text	08060810	00000137	0000002C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_CharLogin_Result	.text	08060950	000001C2	0000003C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_createNewChar_Result	.text	08060B20	00000347	0000004C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_getCharList_Result	.text	08060E70	000001F7	0000003C	00000004	R	.	.	.	.	.	B	T	.
DB_copyresultstring	.text	08061070	000000C1	0000002C		R	.	.	.	.	.	B	T	.
DB_proc_delLock	.text	08061140	0000014E	0001002C		R	.	.	.	.	.	B	T	.
DB_proc_getLock	.text	08061290	0000013E	0001002C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_guildSaveAll	.text	080613D0	00000071	0000001C		R	.	.	.	.	.	B	T	.
DB_proc_saveBreedingRoom	.text	08061450	0000007B	0000001C		R	.	.	.	.	.	B	T	.
DB_proc_sub_saveItemAll	.text	080614D0	00000A80	000018DC	00000004	R	.	.	.	.	.	B	T	.
DB_proc_sub_saveChar	.text	08061F50	00002478	0001204C		R	.	.	.	.	.	B	T	.
GuildItemBoxPetDelete	.text	080643D0	000000BF	0000082C	0000000C	R	.	.	.	.	.	B	T	.
DB_proc_saveGuildItemBoxAll	.text	08064490	0000011E	0000002C		R	.	.	.	.	.	B	T	.
DB_proc_getGuildList_Result	.text	080645B0	00000021	0000000C		R	.	.	.	.	.	B	T	.
DB_proc_getSkillReasonablePopulation_Result	.text	080645E0	00000096	0000002C	00000004	R	.	.	.	.	.	B	T	.
DB_getResultLoop	.text	08064680	00000113	0000002C		R	.	.	.	.	.	B	T	.
DB_releaseMySqlIndex	.text	080647A0	00000073	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_putGuildPetFunc	.text	08064820	00000ADD	00001ADC	00000008	R	.	.	.	.	.	B	T	.
DB_proc_getGuildPetFunc	.text	08065300	000004EA	0001008C	00000008	R	.	.	.	.	.	B	T	.
DB_proc_getGuildPetListFunc	.text	080657F0	00000411	00011F8C	00000008	R	.	.	.	.	.	B	T	.
DB_getMysqlIndex	.text	08065C10	00000067	0000000C		R	.	.	.	.	.	B	T	.
DB_proc_toPuk3	.text	08065C80	00000064	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_delGuildPetInRoom	.text	08065CF0	000000B8	0001002C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_putGuildPet	.text	08065DB0	00000024	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_getGuildPet	.text	08065DE0	00000024	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_getGuildPetList	.text	08065E10	00000024	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_clearGuildMonsterCloseness	.text	08065E40	0000004A	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_setGuildTitle	.text	08065E90	0000004B	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_toPuk2	.text	08065EE0	00000064	0000001C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_writeOffGuild	.text	08065F50	0000036E	0010002C	00000004	R	.	.	.	.	.	B	.	.
DB_proc_getGuildList	.text	080662C0	000001C5	0000002C	00000004	R	.	.	.	.	.	B	T	.
DB_proc_guildInfo	.text	08066490	0000006F	0000001C	00000004	R	.	.	.	.	.	B	T	.
